id,channel_name,urls
1,Y Combinator,https://youtu.be/4aMQPG9gPoM?si=b1wXdvyRn-hfA0Fx
1,Y Combinator,https://youtu.be/TwDJhUJL-5o?si=N70E_PGyei6BFJUK
1,Y Combinator,https://youtu.be/QRZ_l7cVzzU?si=rNgfbFhHwAefktkg
1,Y Combinator,https://youtu.be/IjPDIjge81o?si=YmcJlBLQlTeWZsLa
1,Y Combinator,https://youtu.be/2ViqdR5E2wU?si=9YC7U0a5X9mI-uD_
